Division,Year,TotalGoals,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners,FTResult
DEN,2016,2.689075630252101,,,,,,,,,,,,,"{'H': 0.4327731092436975, 'A': 0.3025210084033613, 'D': 0.2647058823529412}"
DEN,2017,2.809128630705394,,,,,,,,,,,,,"{'H': 0.4605809128630705, 'A': 0.2821576763485477, 'D': 0.2572614107883817}"
DEN,2018,2.786259541984733,,,,,,,,,,,,,"{'H': 0.4351145038167939, 'A': 0.3015267175572519, 'D': 0.2633587786259542}"
DEN,2019,2.8326693227091635,,,,,,,,,,,,,"{'H': 0.4701195219123506, 'A': 0.29880478087649404, 'D': 0.23107569721115537}"
DEN,2020,2.834254143646409,,,,,,,,,,,,,"{'H': 0.43646408839779005, 'A': 0.32044198895027626, 'D': 0.2430939226519337}"
DEN,2021,2.774193548387097,,,,,,,,,,,,,"{'H': 0.41013824884792627, 'A': 0.29493087557603687, 'D': 0.29493087557603687}"
DEN,2022,2.6321243523316062,,,,,,,,,,,,,"{'H': 0.39378238341968913, 'A': 0.31088082901554404, 'D': 0.29533678756476683}"
DEN,2023,2.7461139896373057,,,,,,,,,,,,,"{'H': 0.39896373056994816, 'A': 0.3316062176165803, 'D': 0.2694300518134715}"
DEN,2024,3.0764331210191083,,,,,,,,,,,,,"{'H': 0.4267515923566879, 'A': 0.31210191082802546, 'D': 0.2611464968152866}"
E0,2000,2.6878048780487807,12.61951219512195,13.882926829268293,1.2585365853658537,1.8,0.06829268292682927,0.06829268292682927,12.741463414634147,9.521951219512195,6.282926829268293,4.624390243902439,6.3951219512195125,4.868292682926829,"{'H': 0.5073170731707317, 'D': 0.2634146341463415, 'A': 0.22926829268292684}"
E0,2001,2.576407506702413,13.474530831099196,14.28686327077748,1.3914209115281502,1.906166219839142,0.11528150134048257,0.11528150134048257,12.662198391420912,9.471849865951743,5.986595174262734,4.471849865951743,6.3083109919571045,4.490616621983914,"{'H': 0.4262734584450402, 'A': 0.2949061662198391, 'D': 0.27882037533512066}"
E0,2002,2.554987212276215,12.381074168797953,12.826086956521738,1.3120204603580563,1.7340153452685423,0.056265984654731455,0.11764705882352941,12.473145780051151,9.148337595907929,6.250639386189258,4.578005115089514,6.570332480818414,4.78772378516624,"{'H': 0.48081841432225064, 'A': 0.26854219948849106, 'D': 0.2506393861892583}"
E0,2003,2.6908077994428967,12.757660167130918,13.250696378830083,1.3454038997214484,1.6796657381615598,0.07242339832869081,0.10306406685236769,12.777158774373259,9.746518105849582,6.930362116991644,5.1225626740947074,6.362116991643454,4.846796657381615,"{'H': 0.4623955431754875, 'A': 0.298050139275766, 'D': 0.2395543175487465}"
E0,2004,2.645533141210375,12.345821325648416,13.435158501440922,1.0,1.4293948126801153,0.037463976945244955,0.0893371757925072,12.92507204610951,10.112391930835734,7.060518731988473,5.403458213256484,6.259365994236311,5.0489913544668585,"{'H': 0.4438040345821326, 'D': 0.2968299711815562, 'A': 0.25936599423631124}"
E0,2005,2.443768996960486,13.024316109422493,13.708206686930092,1.3282674772036474,1.7720364741641337,0.0729483282674772,0.0911854103343465,12.389057750759878,9.109422492401215,6.601823708206687,4.7477203647416415,5.963525835866261,4.531914893617022,"{'H': 0.48024316109422494, 'A': 0.2917933130699088, 'D': 0.22796352583586627}"
E0,2006,2.434010152284264,12.51015228426396,12.794416243654823,1.3172588832487309,1.8071065989847717,0.06852791878172589,0.12944162436548223,12.604060913705585,9.629441624365482,6.530456852791878,4.761421319796955,6.058375634517766,4.888324873096447,"{'H': 0.5203045685279187, 'A': 0.2563451776649746, 'D': 0.2233502538071066}"
E0,2007,2.6765498652291106,12.25876010781671,12.757412398921833,1.4555256064690028,1.8787061994609164,0.0673854447439353,0.08355795148247978,13.01078167115903,9.857142857142858,6.8517520215633425,5.121293800539084,6.479784366576819,4.819407008086253,"{'H': 0.4555256064690027, 'A': 0.2749326145552561, 'D': 0.2695417789757412}"
E0,2008,2.546174142480211,11.493403693931398,11.95514511873351,1.316622691292876,1.7889182058047493,0.06596306068601583,0.0870712401055409,13.319261213720317,10.419525065963061,7.327176781002638,5.6596306068601585,6.300791556728232,4.907651715039578,"{'H': 0.43799472295514513, 'A': 0.3034300791556728, 'D': 0.25857519788918204}"
E0,2009,2.6507936507936507,11.468253968253968,12.351851851851851,1.3544973544973544,1.8650793650793651,0.06349206349206349,0.10846560846560846,13.902116402116402,10.904761904761905,7.674603174603175,5.862433862433862,6.1798941798941796,4.941798941798941,"{'H': 0.5026455026455027, 'D': 0.24867724867724866, 'A': 0.24867724867724866}"
E0,2010,2.6470588235294117,11.270053475935828,11.959893048128341,1.3877005347593583,1.8342245989304813,0.08288770053475936,0.10962566844919786,13.601604278074866,10.601604278074866,7.617647058823529,5.705882352941177,6.163101604278075,4.858288770053476,"{'H': 0.47058823529411764, 'D': 0.2914438502673797, 'A': 0.23796791443850268}"
E0,2011,2.883289124668435,10.59946949602122,10.748010610079575,1.4615384615384615,1.8010610079575597,0.0636604774535809,0.09549071618037135,14.148541114058355,11.435013262599469,7.968169761273209,6.400530503978779,6.129973474801061,5.071618037135279,"{'H': 0.4562334217506631, 'A': 0.27586206896551724, 'D': 0.26790450928381965}"
E0,2012,2.813299232736573,10.250639386189258,10.483375959079284,1.2710997442455243,1.6879795396419437,0.058823529411764705,0.08184143222506395,14.301790281329923,11.29923273657289,8.035805626598465,6.40153452685422,6.508951406649617,4.810741687979539,"{'H': 0.4629156010230179, 'A': 0.27877237851662406, 'D': 0.25831202046035806}"
E0,2013,2.7016129032258065,10.268817204301076,10.92741935483871,1.4516129032258065,1.760752688172043,0.056451612903225805,0.06720430107526881,14.384408602150538,11.408602150537634,6.333333333333333,5.010752688172043,6.139784946236559,4.696236559139785,"{'H': 0.44623655913978494, 'A': 0.29838709677419356, 'D': 0.2553763440860215}"
E0,2014,2.723684210526316,10.794736842105262,11.202631578947368,1.5263157894736843,1.9263157894736842,0.07368421052631578,0.11052631578947368,14.75,11.623684210526315,4.823684210526316,3.789473684210526,6.1947368421052635,4.689473684210526,"{'H': 0.4605263157894737, 'A': 0.3157894736842105, 'D': 0.2236842105263158}"
E0,2015,2.5710526315789473,10.594736842105263,11.476315789473684,1.5710526315789475,1.8394736842105264,0.05526315789473684,0.11052631578947368,14.360526315789473,11.41578947368421,4.752631578947368,3.886842105263158,5.786842105263158,4.876315789473685,"{'H': 0.42894736842105263, 'A': 0.32105263157894737, 'D': 0.25}"
E0,2016,2.822751322751323,10.67989417989418,11.603174603174603,1.5502645502645502,1.7857142857142858,0.06084656084656084,0.07142857142857142,14.425925925925926,11.455026455026456,4.748677248677248,3.7645502645502646,5.878306878306878,4.783068783068783,"{'H': 0.46296296296296297, 'A': 0.2857142857142857, 'D': 0.25132275132275134}"
E0,2017,2.7032418952618453,10.618453865336658,11.037406483790523,1.6084788029925188,1.6408977556109725,0.057356608478802994,0.057356608478802994,13.8428927680798,11.087281795511222,4.690773067331671,3.800498753117207,5.8453865336658355,4.618453865336658,"{'H': 0.4688279301745636, 'A': 0.286783042394015, 'D': 0.24438902743142144}"
E0,2018,2.7816711590296497,10.347708894878707,10.49056603773585,1.4797843665768193,1.6307277628032344,0.0431266846361186,0.07008086253369272,13.735849056603774,10.881401617250674,4.797843665768194,3.9353099730458223,5.633423180592992,4.544474393530997,"{'H': 0.4636118598382749, 'A': 0.31536388140161725, 'D': 0.2210242587601078}"
E0,2019,2.8021108179419527,9.976253298153035,10.340369393139841,1.6174142480211082,1.7678100263852243,0.047493403693931395,0.0633245382585752,14.065963060686016,11.379947229551451,4.699208443271768,3.965699208443272,5.936675461741425,4.638522427440633,"{'H': 0.46437994722955145, 'A': 0.3245382585751979, 'D': 0.21108179419525067}"
E0,2020,2.705357142857143,11.12797619047619,11.0625,1.4851190476190477,1.5863095238095237,0.05357142857142857,0.06845238095238096,12.556547619047619,11.306547619047619,4.467261904761905,3.943452380952381,5.479166666666667,4.895833333333333,"{'H': 0.4255952380952381, 'A': 0.3273809523809524, 'D': 0.24702380952380953}"
E0,2021,2.715686274509804,10.651960784313726,10.308823529411764,1.5588235294117647,1.6053921568627452,0.04411764705882353,0.07598039215686274,13.558823529411764,11.497549019607844,4.6495098039215685,4.098039215686274,5.607843137254902,4.723039215686274,"{'H': 0.4019607843137255, 'A': 0.3700980392156863, 'D': 0.22794117647058823}"
E0,2022,2.839335180055402,10.091412742382271,10.199445983379501,1.6066481994459834,1.709141274238227,0.055401662049861494,0.038781163434903045,13.689750692520775,11.609418282548477,4.742382271468144,4.127423822714682,5.623268698060942,4.623268698060942,"{'H': 0.4515235457063712, 'A': 0.3379501385041551, 'D': 0.21052631578947367}"
E0,2023,2.966019417475728,10.87864077669903,11.37864077669903,1.8422330097087378,2.2014563106796117,0.06553398058252427,0.06067961165048544,14.424757281553399,11.550970873786408,5.031553398058253,3.9514563106796117,5.774271844660194,4.54126213592233,"{'H': 0.4878640776699029, 'A': 0.30339805825242716, 'D': 0.2087378640776699}"
E0,2024,3.206989247311828,10.85752688172043,11.21774193548387,1.978494623655914,2.217741935483871,0.056451612903225805,0.06989247311827956,15.166666666666666,12.435483870967742,5.43010752688172,4.518817204301075,6.037634408602151,4.943548387096774,"{'H': 0.4220430107526882, 'A': 0.31451612903225806, 'D': 0.26344086021505375}"
E0,2025,2.90625,10.322916666666666,11.348958333333334,1.6041666666666667,1.96875,0.06770833333333333,0.057291666666666664,13.265625,11.973958333333334,4.546875,4.1875,5.020833333333333,4.71875,"{'H': 0.4114583333333333, 'A': 0.375, 'D': 0.21354166666666666}"
E1,2000,2.547854785478548,11.71947194719472,12.62046204620462,1.2112211221122111,1.7590759075907592,0.039603960396039604,0.11551155115511551,12.75907590759076,9.478547854785479,6.178217821782178,4.4950495049504955,6.382838283828383,4.590759075907591,"{'H': 0.46534653465346537, 'A': 0.28052805280528054, 'D': 0.25412541254125415}"
E1,2001,2.641476274165202,12.746924428822496,13.750439367311072,1.2706502636203867,1.6801405975395431,0.043936731107205626,0.11247803163444639,12.362038664323375,9.664323374340949,5.875219683655536,4.5834797891036905,6.209138840070299,4.885764499121265,"{'H': 0.46045694200351495, 'A': 0.27768014059753954, 'D': 0.2618629173989455}"
E1,2002,2.6377079482439925,12.526802218114602,13.489833641404806,1.365988909426987,1.798521256931608,0.10166358595194085,0.12754158964879853,12.177449168207024,9.43807763401109,6.140480591497227,4.66358595194085,6.364140480591497,4.846580406654343,"{'H': 0.44731977818853974, 'A': 0.2920517560073937, 'D': 0.26062846580406657}"
E1,2003,2.63531669865643,12.044145873320538,12.783109404990403,1.3032629558541267,1.6852207293666026,0.07677543186180422,0.1362763915547025,12.410748560460652,9.581573896353166,6.675623800383877,5.253358925143954,6.345489443378119,5.082533589251439,"{'H': 0.44145873320537427, 'D': 0.2802303262955854, 'A': 0.2783109404990403}"
E1,2004,2.558282208588957,12.390593047034764,13.081799591002046,1.1533742331288344,1.5357873210633948,0.07157464212678936,0.1165644171779141,11.826175869120654,9.202453987730062,6.435582822085889,5.0,6.339468302658487,4.822085889570552,"{'H': 0.4662576687116564, 'A': 0.28016359918200406, 'D': 0.25357873210633947}"
E1,2005,2.412903225806452,12.584946236559139,13.281720430107526,1.3225806451612903,1.718279569892473,0.07311827956989247,0.12903225806451613,11.503225806451614,9.088172043010752,5.875268817204301,4.825806451612904,6.251612903225807,4.941935483870968,"{'H': 0.3870967741935484, 'D': 0.32903225806451614, 'A': 0.2838709677419355}"
E1,2006,2.4963235294117645,12.737132352941176,13.306985294117647,1.193014705882353,1.7628676470588236,0.05330882352941176,0.10294117647058823,11.856617647058824,9.507352941176471,6.047794117647059,4.803308823529412,5.917279411764706,4.900735294117647,"{'H': 0.4724264705882353, 'D': 0.26838235294117646, 'A': 0.25919117647058826}"
E1,2007,2.6159554730983303,12.324675324675324,13.048237476808906,1.3821892393320965,1.7179962894248608,0.07421150278293136,0.10575139146567718,12.526901669758812,9.83673469387755,6.430426716141002,5.077922077922078,6.345083487940631,5.11317254174397,"{'H': 0.43413729128014844, 'A': 0.3098330241187384, 'D': 0.2560296846011132}"
E1,2008,2.47787610619469,11.545132743362831,12.470796460176992,1.224778761061947,1.6035398230088496,0.07610619469026549,0.11858407079646018,12.35929203539823,9.523893805309735,6.366371681415929,4.985840707964602,6.125663716814159,5.065486725663717,"{'H': 0.4495575221238938, 'D': 0.2991150442477876, 'A': 0.2513274336283186}"
E1,2009,2.504798464491363,11.479846449136277,12.18426103646833,1.2130518234165066,1.6391554702495201,0.061420345489443376,0.07677543186180422,12.487523992322457,9.834932821497121,6.6026871401151634,5.1708253358925145,6.2859884836852205,4.9884836852207295,"{'H': 0.4145873320537428, 'D': 0.31094049904030713, 'A': 0.2744721689059501}"
E1,2010,2.6482504604051567,10.913443830570902,11.01657458563536,1.3535911602209945,1.6298342541436464,0.07550644567219153,0.08839779005524862,12.624309392265193,10.020257826887661,6.615101289134438,5.3406998158379375,6.134438305709024,5.114180478821363,"{'H': 0.47513812154696133, 'A': 0.26887661141804786, 'D': 0.2559852670349908}"
E1,2011,2.628975265017668,10.157243816254416,10.625441696113073,1.2614840989399294,1.685512367491166,0.05123674911660778,0.11130742049469965,12.519434628975265,9.87279151943463,6.556537102473499,5.141342756183746,6.19434628975265,4.895759717314488,"{'H': 0.44876325088339225, 'A': 0.284452296819788, 'D': 0.2667844522968198}"
E1,2012,2.767730496453901,9.71631205673759,10.125886524822695,1.3156028368794326,1.551418439716312,0.07801418439716312,0.07446808510638298,12.182624113475176,9.867021276595745,6.296099290780142,5.108156028368795,6.276595744680851,5.040780141843972,"{'H': 0.4166666666666667, 'A': 0.31560283687943264, 'D': 0.26773049645390073}"
E1,2013,2.500945179584121,10.40453686200378,11.07561436672968,1.334593572778828,1.7618147448015122,0.052930056710775046,0.11342155009451796,13.069943289224952,10.166351606805293,5.344045368620038,4.2041587901701325,5.948960302457467,4.727788279773157,"{'H': 0.42911153119092627, 'D': 0.29678638941398866, 'A': 0.2741020793950851}"
E1,2014,2.6601769911504425,11.208849557522123,11.638938053097345,1.472566371681416,1.8070796460176992,0.07256637168141593,0.08849557522123894,15.067256637168141,12.219469026548673,4.872566371681416,3.9398230088495576,6.088495575221239,4.837168141592921,"{'H': 0.4176991150442478, 'A': 0.2973451327433628, 'D': 0.2849557522123894}"
E1,2015,2.540834845735027,10.658802177858439,11.745916515426497,1.441016333938294,1.8203266787658803,0.07078039927404718,0.06896551724137931,14.637023593466425,11.62431941923775,4.716878402903811,3.8838475499092557,5.950998185117967,4.6225045372050815,"{'H': 0.41197822141560797, 'D': 0.294010889292196, 'A': 0.294010889292196}"
E1,2016,2.515426497277677,11.185117967332124,11.749546279491833,1.513611615245009,1.8638838475499093,0.07259528130671507,0.0998185117967332,14.043557168784028,11.613430127041742,4.513611615245009,3.7422867513611617,5.707803992740472,4.664246823956443,"{'H': 0.4337568058076225, 'A': 0.29945553539019965, 'D': 0.26678765880217786}"
E1,2017,2.5865724381625443,11.763250883392226,12.181978798586572,1.4081272084805654,1.7915194346289753,0.044169611307420496,0.09540636042402827,13.883392226148409,11.26148409893993,4.521201413427562,3.6448763250883394,5.726148409893993,4.468197879858657,"{'H': 0.4575971731448763, 'A': 0.2915194346289753, 'D': 0.2508833922261484}"
E1,2018,2.61231884057971,11.755434782608695,12.240942028985508,1.588768115942029,1.8804347826086956,0.05615942028985507,0.09057971014492754,13.818840579710145,11.44927536231884,4.490942028985507,3.7355072463768115,5.670289855072464,4.864130434782608,"{'H': 0.4257246376811594, 'D': 0.29347826086956524, 'A': 0.2807971014492754}"
E1,2019,2.680580762250454,11.716363636363637,12.829090909090908,1.530909090909091,1.8836363636363636,0.04727272727272727,0.08545454545454545,13.770909090909091,11.376363636363637,4.525454545454545,3.6872727272727275,5.821818181818182,4.674545454545455,"{'H': 0.4519056261343013, 'A': 0.2776769509981851, 'D': 0.27041742286751363}"
E1,2020,2.409356725146199,12.385964912280702,12.362573099415204,1.405458089668616,1.5419103313840157,0.056530214424951264,0.0682261208576998,12.39571150097466,10.758284600389864,4.091617933723197,3.3703703703703702,5.214424951267056,4.658869395711501,"{'H': 0.3996101364522417, 'A': 0.3235867446393762, 'D': 0.27680311890838205}"
E1,2021,2.4171029668411865,11.521815008726003,11.495636998254799,1.5287958115183247,1.6858638743455496,0.055846422338568937,0.06282722513089005,11.982547993019198,10.74694589877836,4.022687609075043,3.4345549738219896,4.996509598603839,4.485165794066318,"{'H': 0.41710296684118675, 'A': 0.33856893542757416, 'D': 0.2443280977312391}"
E1,2022,2.500878734622144,10.469244288224957,10.731107205623902,1.6959578207381372,2.0597539543057994,0.050966608084358524,0.07908611599297012,12.810193321616872,10.372583479789103,4.300527240773286,3.516695957820738,5.483304042179262,4.548330404217926,"{'H': 0.4305799648506151, 'A': 0.3233743409490334, 'D': 0.2460456942003515}"
E1,2023,2.5866425992779782,10.703971119133573,10.965703971119133,1.8068592057761732,2.07942238267148,0.05054151624548736,0.06859205776173286,13.231046931407942,11.072202166064981,4.382671480144404,3.6588447653429603,5.700361010830325,4.6732851985559565,"{'H': 0.4404332129963899, 'A': 0.2996389891696751, 'D': 0.259927797833935}"
E1,2024,2.5522388059701493,10.919776119402986,11.684701492537313,1.8059701492537314,2.0690298507462686,0.03731343283582089,0.055970149253731345,13.611940298507463,10.66044776119403,4.507462686567164,3.6175373134328357,5.925373134328358,4.6138059701492535,"{'H': 0.44776119402985076, 'A': 0.28171641791044777, 'D': 0.27052238805970147}"
E1,2025,2.417293233082707,11.022556390977444,11.609022556390977,1.4849624060150375,1.9511278195488722,0.05263157894736842,0.06390977443609022,13.3796992481203,10.12781954887218,4.19172932330827,3.3796992481203008,5.650375939849624,4.12406015037594,"{'H': 0.4548872180451128, 'A': 0.2857142857142857, 'D': 0.2593984962406015}"
E2,2000,2.6824817518248176,12.547445255474452,13.014598540145986,1.2883211678832116,1.7481751824817517,0.06934306569343066,0.10583941605839416,12.5,9.324817518248175,5.978102189781022,4.485401459854015,5.916058394160584,4.58029197080292,"{'H': 0.43795620437956206, 'A': 0.30656934306569344, 'D': 0.25547445255474455}"
E2,2001,2.6933797909407664,12.428571428571429,13.296167247386759,1.2473867595818815,1.7926829268292683,0.08188153310104529,0.12195121951219512,11.559233449477352,9.073170731707316,5.803135888501743,4.2578397212543555,5.865853658536586,4.923344947735192,"{'H': 0.4547038327526132, 'D': 0.28222996515679444, 'A': 0.26306620209059234}"
E2,2002,2.6029411764705883,12.020257826887661,12.83793738489871,1.3125,1.6415441176470589,0.08088235294117647,0.13051470588235295,11.896678966789668,9.079189686924494,6.016605166051661,4.480662983425415,6.377532228360957,4.848987108655617,"{'H': 0.46139705882352944, 'A': 0.2775735294117647, 'D': 0.2610294117647059}"
E2,2003,2.6017191977077365,12.392550143266476,12.873925501432664,1.4240687679083095,1.839541547277937,0.09169054441260745,0.1518624641833811,12.1432664756447,9.191977077363896,6.679083094555874,5.226361031518625,6.303724928366762,5.025787965616046,"{'H': 0.4154727793696275, 'D': 0.30659025787965616, 'A': 0.27793696275071633}"
E2,2004,2.7921225382932167,12.054704595185996,12.722100656455142,1.2385120350109409,1.6433260393873086,0.07439824945295405,0.1050328227571116,11.724288840262583,9.12910284463895,6.229759299781182,4.8599562363238515,6.1291028446389495,4.717724288840262,"{'H': 0.47702407002188185, 'D': 0.2800875273522976, 'A': 0.24288840262582057}"
E2,2005,2.663573085846868,12.31322505800464,13.204176334106728,1.2180974477958237,1.6751740139211138,0.08352668213457076,0.12296983758700696,11.501160092807424,9.044083526682135,6.071925754060325,4.758700696055684,6.132250580046404,4.763341067285383,"{'H': 0.43155452436194897, 'D': 0.3062645011600928, 'A': 0.26218097447795824}"
E2,2006,2.4684684684684686,11.724324324324325,12.59099099099099,1.1513513513513514,1.61981981981982,0.06846846846846846,0.10270270270270271,11.895495495495496,9.225225225225225,5.834234234234234,4.54054054054054,5.974774774774775,4.846846846846847,"{'H': 0.43243243243243246, 'D': 0.3009009009009009, 'A': 0.26666666666666666}"
E2,2007,2.4732824427480917,11.631679389312977,12.486641221374045,1.2461832061068703,1.650763358778626,0.07824427480916031,0.12213740458015267,12.358778625954198,9.570610687022901,6.217557251908397,4.856870229007634,6.127862595419847,4.814885496183206,"{'H': 0.45229007633587787, 'A': 0.3015267175572519, 'D': 0.24618320610687022}"
E2,2008,2.6207513416815744,11.089445438282647,11.586762075134168,1.10912343470483,1.5384615384615385,0.0626118067978533,0.11270125223613596,12.10912343470483,9.584973166368515,6.1288014311270125,4.744186046511628,6.377459749552773,4.883720930232558,"{'H': 0.45796064400715564, 'A': 0.29338103756708406, 'D': 0.24865831842576028}"
E2,2009,2.6888489208633093,10.906474820143885,11.589928057553957,1.2212230215827338,1.723021582733813,0.06474820143884892,0.10431654676258993,11.377697841726619,9.093525179856115,5.920863309352518,4.611510791366906,6.125899280575539,4.922661870503597,"{'H': 0.4442446043165468, 'A': 0.29676258992805754, 'D': 0.2589928057553957}"
E2,2010,2.6541501976284585,10.679841897233201,11.268774703557312,1.2766798418972332,1.715415019762846,0.08102766798418973,0.11462450592885376,11.15612648221344,8.867588932806324,5.594861660079052,4.484189723320158,6.0059288537549405,5.241106719367589,"{'H': 0.4683794466403162, 'D': 0.2707509881422925, 'A': 0.2608695652173913}"
E2,2011,2.730185497470489,10.161888701517707,10.93423271500843,1.254637436762226,1.6964586846543002,0.07251264755480608,0.11973018549747048,11.495784148397977,9.495784148397977,5.770657672849915,4.809443507588533,6.12141652613828,4.917369308600337,"{'H': 0.40978077571669475, 'A': 0.327150084317032, 'D': 0.2630691399662732}"
E2,2012,2.6390845070422535,10.096830985915492,10.647887323943662,1.198943661971831,1.5140845070422535,0.06338028169014084,0.0897887323943662,11.390845070422536,9.350352112676056,5.723591549295775,4.693661971830986,5.892605633802817,4.936619718309859,"{'H': 0.4137323943661972, 'A': 0.29577464788732394, 'D': 0.2904929577464789}"
E2,2013,2.51024208566108,10.666666666666666,11.154562383612664,1.324022346368715,1.6163873370577282,0.054003724394785846,0.1005586592178771,12.104283054003725,10.091247672253258,5.545623836126629,4.5195530726256985,5.906890130353817,4.962756052141527,"{'H': 0.4301675977653631, 'A': 0.30353817504655495, 'D': 0.26629422718808193}"
E2,2014,2.6113138686131387,10.352189781021897,11.191605839416058,1.2481751824817517,1.5711678832116789,0.06751824817518248,0.11496350364963503,12.14051094890511,9.81021897810219,4.837591240875913,4.04014598540146,6.204379562043796,4.985401459854015,"{'H': 0.41788321167883213, 'A': 0.32116788321167883, 'D': 0.26094890510948904}"
E2,2015,2.705357142857143,10.6375,11.20357142857143,1.4196428571428572,1.7035714285714285,0.05714285714285714,0.0625,11.4375,9.794642857142858,4.732142857142857,4.0625,5.666071428571429,5.098214285714286,"{'H': 0.4357142857142857, 'A': 0.3196428571428571, 'D': 0.24464285714285713}"
E2,2016,2.586762075134168,10.567084078711986,11.554561717352415,1.4275491949910555,1.7531305903398926,0.0518783542039356,0.12880143112701253,12.184257602862255,10.180679785330948,4.9391771019677995,4.010733452593918,6.025044722719142,5.121645796064401,"{'H': 0.4400715563506261, 'A': 0.2898032200357782, 'D': 0.2701252236135957}"
E2,2017,2.5650623885918002,10.859180035650624,11.598930481283423,1.358288770053476,1.661319073083779,0.09090909090909091,0.08912655971479501,12.210338680926917,10.459893048128341,4.652406417112299,4.037433155080214,5.693404634581105,4.903743315508021,"{'H': 0.44028520499108736, 'A': 0.29411764705882354, 'D': 0.26559714795008915}"
E2,2018,2.573236889692586,11.768535262206148,12.613019891500905,1.3309222423146474,1.7685352622061483,0.05244122965641953,0.07956600361663653,12.464737793851718,10.216998191681736,4.634719710669078,3.84629294755877,5.665461121157324,5.030741410488246,"{'H': 0.4213381555153707, 'A': 0.31464737793851716, 'D': 0.2640144665461121}"
E2,2019,2.6411764705882352,11.984313725490196,12.849019607843138,1.5411764705882354,1.8529411764705883,0.06666666666666667,0.11568627450980393,12.754901960784315,10.85686274509804,4.4941176470588236,3.831372549019608,5.801960784313725,4.933333333333334,"{'H': 0.42745098039215684, 'D': 0.29215686274509806, 'A': 0.2803921568627451}"
E2,2020,2.5833333333333335,12.75,13.06989247311828,1.5564516129032258,1.6370967741935485,0.06182795698924731,0.06182795698924731,12.405913978494624,10.881720430107526,4.075268817204301,3.6881720430107525,5.349462365591398,4.811827956989247,"{'H': 0.44086021505376344, 'A': 0.32526881720430106, 'D': 0.23387096774193547}"
E2,2021,2.6755852842809364,11.81772575250836,12.157190635451505,1.5752508361204014,1.6421404682274248,0.048494983277591976,0.061872909698996656,12.688963210702342,11.214046822742475,4.309364548494983,3.817725752508361,5.361204013377926,4.79933110367893,"{'H': 0.4214046822742475, 'A': 0.3210702341137124, 'D': 0.25752508361204013}"
E2,2022,2.573741007194245,10.863309352517986,11.303956834532373,1.6402877697841727,1.8381294964028776,0.0683453237410072,0.08093525179856115,13.323741007194245,11.026978417266188,4.474820143884892,3.679856115107914,5.525179856115108,4.636690647482014,"{'H': 0.42985611510791366, 'A': 0.2949640287769784, 'D': 0.2751798561151079}"
E2,2023,2.5742397137745976,10.470483005366725,11.232558139534884,1.70304114490161,2.1305903398926653,0.09660107334525939,0.08586762075134168,13.069767441860465,11.252236135957066,4.379248658318426,3.7209302325581395,5.602862254025045,4.677996422182469,"{'H': 0.44543828264758495, 'A': 0.3184257602862254, 'D': 0.23613595706618962}"
E2,2024,2.6146616541353382,11.360902255639099,11.746240601503759,1.830827067669173,2.107142857142857,0.045112781954887216,0.06578947368421052,12.449248120300751,10.75563909774436,4.2894736842105265,3.637218045112782,5.345864661654136,4.635338345864661,"{'H': 0.4323308270676692, 'A': 0.32894736842105265, 'D': 0.2387218045112782}"
E2,2025,2.5789473684210527,10.835087719298246,11.912280701754385,1.5894736842105264,1.8456140350877193,0.05263157894736842,0.0912280701754386,12.498245614035088,10.217543859649123,4.249122807017544,3.5543859649122806,5.042105263157895,4.382456140350877,"{'H': 0.40350877192982454, 'A': 0.3508771929824561, 'D': 0.24561403508771928}"
E3,2001,2.5217391304347827,13.208695652173914,14.043478260869565,1.1797101449275362,1.6782608695652175,0.10144927536231885,0.14492753623188406,12.704347826086957,8.852173913043478,6.3420289855072465,4.060869565217391,5.87536231884058,4.808695652173913,"{'H': 0.48405797101449277, 'D': 0.2782608695652174, 'A': 0.23768115942028986}"
E3,2002,2.586080586080586,12.527573529411764,13.329044117647058,1.3577981651376148,1.8146788990825689,0.07522935779816514,0.12844036697247707,11.789667896678967,8.904411764705882,6.057195571955719,4.446691176470588,6.268382352941177,4.96875,"{'H': 0.4542124542124542, 'A': 0.27289377289377287, 'D': 0.27289377289377287}"
E3,2003,2.6283185840707963,12.070796460176991,13.079646017699115,1.3569321533923304,1.9469026548672566,0.0943952802359882,0.1976401179941003,12.274336283185841,9.410029498525073,6.731563421828908,5.017699115044247,6.457227138643068,4.864306784660767,"{'H': 0.4690265486725664, 'A': 0.2713864306784661, 'D': 0.25958702064896755}"
E3,2004,2.4545454545454546,12.541019955654102,13.3059866962306,1.23059866962306,1.6851441241685143,0.08425720620842572,0.12195121951219512,11.48558758314856,9.19290465631929,6.246119733924612,4.968957871396896,6.053215077605321,4.984478935698448,"{'H': 0.43680709534368073, 'D': 0.29933481152993346, 'A': 0.2638580931263858}"
E3,2005,2.6008676789587852,12.605206073752711,12.937093275488069,1.20824295010846,1.561822125813449,0.08459869848156182,0.14099783080260303,11.579175704989154,8.880694143167029,6.2299349240780915,4.696312364425163,6.238611713665944,4.93058568329718,"{'H': 0.42516268980477223, 'D': 0.3188720173535792, 'A': 0.2559652928416486}"
