Division,Year,TotalGoals,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners,FTResult
G1,2025,2.487603305785124,13.561983471074381,14.264462809917354,2.256198347107438,2.909090909090909,0.1652892561983471,0.17355371900826447,12.909090909090908,10.165289256198347,4.264462809917355,3.669421487603306,5.099173553719008,3.71900826446281,"{'H': 0.4628099173553719, 'A': 0.371900826446281, 'D': 0.1652892561983471}"
I1,2000,2.6574074074074074,,,,,,,,,,,,,"{'H': 0.4537037037037037, 'D': 0.2962962962962963, 'A': 0.25}"
I1,2001,2.7419354838709675,,,,,,,,,,,,,"{'H': 0.46920821114369504, 'D': 0.2785923753665689, 'A': 0.25219941348973607}"
I1,2002,2.632996632996633,,,,,,,,,,,,,"{'H': 0.45454545454545453, 'A': 0.2760942760942761, 'D': 0.26936026936026936}"
I1,2003,2.6,,,,,,,,,,,,,"{'H': 0.44680851063829785, 'D': 0.34893617021276596, 'A': 0.20425531914893616}"
I1,2004,2.6310344827586207,,,,,,,,,,,,,"{'H': 0.42758620689655175, 'D': 0.3137931034482759, 'A': 0.25862068965517243}"
I1,2005,2.6559485530546625,19.3125,19.2625,1.8764705882352941,2.223529411764706,0.11176470588235295,0.17647058823529413,11.083333333333334,9.205128205128204,5.506410256410256,4.435897435897436,5.23125,4.4875,"{'H': 0.48231511254019294, 'D': 0.29260450160771706, 'A': 0.22508038585209003}"
I1,2006,2.5809768637532136,19.30077120822622,19.32133676092545,2.0796915167095116,2.32133676092545,0.15167095115681234,0.23393316195372751,11.352185089974293,9.012853470437017,5.539845758354756,4.239074550128534,5.385604113110539,4.323907455012853,"{'H': 0.4318766066838046, 'D': 0.30848329048843187, 'A': 0.2596401028277635}"
I1,2007,2.5597826086956523,18.652173913043477,18.91304347826087,2.0380434782608696,2.3614130434782608,0.14402173913043478,0.19293478260869565,13.040760869565217,10.622282608695652,5.350543478260869,4.095108695652174,5.603260869565218,4.423913043478261,"{'H': 0.4429347826086957, 'D': 0.32608695652173914, 'A': 0.23097826086956522}"
I1,2008,2.505235602094241,18.43979057591623,19.219895287958114,2.1256544502617802,2.4659685863874348,0.11780104712041885,0.17801047120418848,14.984293193717278,11.887434554973822,5.112565445026178,3.75130890052356,5.897905759162303,4.471204188481676,"{'H': 0.5340314136125655, 'A': 0.23821989528795812, 'D': 0.22774869109947643}"
I1,2009,2.6312997347480107,18.0,18.647214854111407,2.1220159151193636,2.2652519893899203,0.14854111405835543,0.1883289124668435,14.954907161803714,12.535809018567639,5.16710875331565,4.246684350132626,5.986737400530504,4.63395225464191,"{'H': 0.47480106100795755, 'D': 0.2625994694960212, 'A': 0.2625994694960212}"
I1,2010,2.5013123359580054,16.440944881889763,16.80314960629921,1.900262467191601,2.325459317585302,0.11286089238845144,0.15223097112860892,15.086614173228346,12.20734908136483,5.1128608923884515,3.868766404199475,5.9763779527559056,4.706036745406824,"{'H': 0.48556430446194226, 'D': 0.28083989501312334, 'A': 0.2335958005249344}"
I1,2011,2.579088471849866,14.967828418230564,15.632707774798927,1.906166219839142,2.222520107238606,0.14209115281501342,0.14745308310991956,14.804289544235925,11.95710455764075,4.833780160857909,3.831099195710456,5.927613941018767,4.509383378016086,"{'H': 0.450402144772118, 'A': 0.28150134048257375, 'D': 0.2680965147453083}"
I1,2012,2.6975,15.233082706766917,15.563909774436091,2.225563909774436,2.426065162907268,0.12280701754385964,0.20551378446115287,14.641604010025063,12.032581453634085,4.9523809523809526,4.027568922305765,5.81704260651629,4.671679197994988,"{'H': 0.47, 'A': 0.2725, 'D': 0.2575}"
I1,2013,2.6486486486486487,14.832432432432432,15.013513513513514,2.3405405405405406,2.3864864864864863,0.11621621621621622,0.15135135135135136,14.491891891891893,11.759459459459459,4.981081081081081,3.862162162162162,5.881081081081081,4.54054054054054,"{'H': 0.46216216216216216, 'D': 0.27837837837837837, 'A': 0.2594594594594595}"
I1,2014,2.6297297297297297,14.786486486486487,15.175675675675675,2.110810810810811,2.408108108108108,0.13243243243243244,0.16756756756756758,14.562162162162162,11.87027027027027,4.808108108108108,3.881081081081081,5.835135135135135,4.4837837837837835,"{'H': 0.43243243243243246, 'A': 0.3054054054054054, 'D': 0.26216216216216215}"
I1,2015,2.67866323907455,15.107969151670952,15.431876606683804,2.332474226804124,2.596401028277635,0.14910025706940874,0.18766066838046272,14.298200514138818,11.863753213367609,4.658097686375322,3.848329048843188,5.850899742930591,4.5167095115681235,"{'H': 0.4473007712082262, 'A': 0.2879177377892031, 'D': 0.2647814910025707}"
I1,2016,2.6992287917737787,14.573264781491002,14.858611825192803,2.133676092544987,2.5552699228791775,0.12082262210796915,0.16709511568123395,14.290488431876607,11.812339331619537,4.925449871465296,3.9023136246786634,5.904884318766067,4.727506426735219,"{'H': 0.4781491002570694, 'A': 0.2776349614395887, 'D': 0.2442159383033419}"
I1,2017,2.9205128205128204,13.448717948717949,13.233333333333333,1.9974358974358974,2.094871794871795,0.08205128205128205,0.13846153846153847,14.73076923076923,12.061538461538461,5.128205128205129,4.18974358974359,5.764102564102564,4.946153846153846,"{'H': 0.43333333333333335, 'A': 0.35384615384615387, 'D': 0.2128205128205128}"
I1,2018,2.612565445026178,12.43979057591623,12.769633507853403,2.06282722513089,2.405759162303665,0.10209424083769633,0.1387434554973822,12.416230366492147,10.295811518324607,5.175392670157068,4.2486910994764395,5.659685863874346,4.80890052356021,"{'H': 0.4424083769633508, 'A': 0.29842931937172773, 'D': 0.2591623036649215}"
I1,2019,2.818941504178273,13.584958217270195,13.983286908077995,2.32033426183844,2.7047353760445683,0.11142061281337047,0.16991643454038996,11.43175487465181,8.983286908077995,5.938718662952646,4.743732590529248,6.142061281337047,4.704735376044568,"{'H': 0.4178272980501393, 'A': 0.3286908077994429, 'D': 0.25348189415041783}"
I1,2020,3.1432664756446993,13.504297994269342,13.670487106017193,2.303724928366762,2.4126074498567336,0.10601719197707736,0.10315186246418338,10.713467048710601,9.3810888252149,5.9312320916905446,5.186246418338109,5.252148997134671,4.776504297994269,"{'H': 0.3954154727793696, 'A': 0.35816618911174786, 'D': 0.24641833810888253}"
I1,2021,3.0185614849187936,13.350348027842227,13.580046403712297,2.1345707656612527,2.3271461716937356,0.09744779582366589,0.10440835266821345,13.106728538283063,11.51508120649652,5.252900232018561,4.672853828306264,5.018561484918793,4.603248259860789,"{'H': 0.42923433874709976, 'A': 0.33642691415313225, 'D': 0.23433874709976799}"
I1,2022,2.6451612903225805,12.67741935483871,13.070381231671554,2.167155425219941,2.5219941348973607,0.10850439882697947,0.10850439882697947,14.020527859237538,11.926686217008797,4.571847507331379,4.0498533724340176,5.187683284457478,4.316715542521994,"{'H': 0.4046920821114369, 'A': 0.3313782991202346, 'D': 0.26392961876832843}"
I1,2023,2.524390243902439,11.96829268292683,12.46829268292683,2.053658536585366,2.4121951219512194,0.08292682926829269,0.09268292682926829,13.8,11.46829268292683,4.463414634146342,3.7121951219512197,5.275609756097561,4.234146341463415,"{'H': 0.4317073170731707, 'A': 0.2926829268292683, 'D': 0.275609756097561}"
I1,2024,2.7301587301587302,11.796296296296296,12.523809523809524,1.8386243386243386,2.2248677248677247,0.09523809523809523,0.08994708994708994,13.798941798941799,11.380952380952381,4.560846560846561,3.7751322751322753,5.423280423280423,4.164021164021164,"{'H': 0.3862433862433862, 'A': 0.31746031746031744, 'D': 0.2962962962962963}"
I1,2025,2.400990099009901,12.445544554455445,12.900990099009901,1.6485148514851484,1.9801980198019802,0.0891089108910891,0.09900990099009901,12.98019801980198,10.599009900990099,4.217821782178218,3.717821782178218,5.103960396039604,4.118811881188119,"{'H': 0.400990099009901, 'A': 0.3069306930693069, 'D': 0.29207920792079206}"
I2,2000,2.4058823529411764,,,,,,,,,,,,,"{'H': 0.4588235294117647, 'D': 0.3352941176470588, 'A': 0.20588235294117646}"
I2,2001,2.4961439588688945,,,,,,,,,,,,,"{'H': 0.4652956298200514, 'D': 0.2853470437017995, 'A': 0.2493573264781491}"
I2,2002,2.356060606060606,,,,,,,,,,,,,"{'H': 0.4356060606060606, 'D': 0.3522727272727273, 'A': 0.21212121212121213}"
I2,2003,2.045714285714286,,,,,,,,,,,,,"{'H': 0.4342857142857143, 'D': 0.3942857142857143, 'A': 0.17142857142857143}"
I2,2004,2.3452914798206277,,,,,,,,,,,,,"{'H': 0.484304932735426, 'D': 0.3273542600896861, 'A': 0.18834080717488788}"
I2,2005,2.2343234323432344,,,,,,,,,,,,,"{'H': 0.46534653465346537, 'D': 0.33993399339933994, 'A': 0.19471947194719472}"
I2,2006,2.2365339578454333,,,,,,,,,,,,,"{'H': 0.4449648711943794, 'D': 0.32084309133489464, 'A': 0.234192037470726}"
I2,2007,2.4683544303797467,,,,,,,,,,,,,"{'H': 0.46835443037974683, 'D': 0.2848101265822785, 'A': 0.2468354430379747}"
I2,2008,2.4535637149028076,,,,,,,,,,,,,"{'H': 0.42548596112311016, 'D': 0.3412526997840173, 'A': 0.23326133909287258}"
I2,2009,2.441048034934498,,,,,,,,,,,,,"{'H': 0.4519650655021834, 'D': 0.3034934497816594, 'A': 0.2445414847161572}"
I2,2010,2.4978991596638656,,,,,,,,,,,,,"{'H': 0.45168067226890757, 'D': 0.29831932773109243, 'A': 0.25}"
I2,2011,2.3585313174946005,,,,,,,,,,,,,"{'H': 0.39956803455723544, 'D': 0.3282937365010799, 'A': 0.27213822894168466}"
I2,2012,2.5726141078838176,,,,,,,,,,,,,"{'H': 0.4460580912863071, 'D': 0.2925311203319502, 'A': 0.26141078838174275}"
I2,2013,2.4212860310421287,,,,,,,,,,,,,"{'H': 0.38802660753880264, 'D': 0.3325942350332594, 'A': 0.2793791574279379}"
I2,2014,2.4094827586206895,,,,,,,,,,,,,"{'H': 0.4331896551724138, 'D': 0.32112068965517243, 'A': 0.24568965517241378}"
I2,2015,2.286334056399132,,,,,,,,,,,,,"{'H': 0.4772234273318872, 'D': 0.2993492407809111, 'A': 0.22342733188720174}"
I2,2016,2.3693304535637147,,,,,,,,,,,,,"{'H': 0.4449244060475162, 'D': 0.3369330453563715, 'A': 0.21814254859611232}"
I2,2017,2.4588744588744587,15.0995670995671,15.541125541125542,2.034632034632035,2.155844155844156,0.08658008658008658,0.1341991341991342,10.021645021645021,8.48917748917749,4.619047619047619,3.8874458874458875,5.51948051948052,4.575757575757576,"{'H': 0.4090909090909091, 'D': 0.354978354978355, 'A': 0.23593073593073594}"
I2,2018,2.462686567164179,15.2025,15.2725,2.0,2.369077306733167,0.09226932668329177,0.12468827930174564,12.296758104738155,10.27930174563591,4.613466334164588,3.733167082294264,5.236907730673317,4.546134663341646,"{'H': 0.44029850746268656, 'D': 0.32338308457711445, 'A': 0.236318407960199}"
I2,2019,2.525,15.447222222222223,15.825,2.361111111111111,2.661111111111111,0.1361111111111111,0.20277777777777778,13.577777777777778,10.886111111111111,4.777777777777778,3.925,5.469444444444444,4.525,"{'H': 0.4583333333333333, 'D': 0.30277777777777776, 'A': 0.2388888888888889}"
I2,2020,2.5446685878962536,15.592485549132949,15.531791907514451,2.523121387283237,2.578034682080925,0.18786127167630057,0.1329479768786127,13.554913294797688,12.38728323699422,4.528901734104046,4.2485549132947975,4.956647398843931,4.664739884393064,"{'H': 0.39481268011527376, 'A': 0.30547550432276654, 'D': 0.29971181556195964}"
I2,2021,2.4228855721393034,15.27363184079602,15.609452736318408,2.4527363184079602,2.514925373134328,0.1044776119402985,0.11940298507462686,13.644278606965175,12.017412935323383,4.325870646766169,3.9029850746268657,5.206467661691542,4.935323383084577,"{'H': 0.3805970149253731, 'D': 0.3208955223880597, 'A': 0.29850746268656714}"
I2,2022,2.3979591836734695,14.678571428571429,14.971938775510203,2.5229591836734695,2.8877551020408165,0.12244897959183673,0.14795918367346939,13.619897959183673,11.73469387755102,4.433673469387755,3.673469387755102,5.267857142857143,4.625,"{'H': 0.39540816326530615, 'D': 0.3163265306122449, 'A': 0.288265306122449}"
I2,2023,2.386842105263158,13.589473684210526,13.444736842105263,2.4789473684210526,2.731578947368421,0.12894736842105264,0.1631578947368421,13.692105263157895,11.942105263157895,4.255263157894737,3.6973684210526314,5.231578947368421,4.4868421052631575,"{'H': 0.4026315789473684, 'D': 0.3157894736842105, 'A': 0.28157894736842104}"
I2,2024,2.476923076923077,14.117948717948718,13.933333333333334,2.3666666666666667,2.623076923076923,0.07179487179487179,0.13076923076923078,14.076923076923077,11.54102564102564,4.569230769230769,3.7615384615384615,5.1179487179487175,4.2,"{'H': 0.38461538461538464, 'D': 0.34102564102564104, 'A': 0.2743589743589744}"
I2,2025,2.577777777777778,14.833333333333334,15.455555555555556,2.1666666666666665,2.3444444444444446,0.10555555555555556,0.12222222222222222,13.566666666666666,11.805555555555555,4.266666666666667,3.5055555555555555,5.022222222222222,4.016666666666667,"{'H': 0.40555555555555556, 'D': 0.3277777777777778, 'A': 0.26666666666666666}"
IRL,2012,2.6448087431693987,,,,,,,,,,,,,"{'H': 0.366120218579235, 'A': 0.3442622950819672, 'D': 0.2896174863387978}"
IRL,2013,2.6534653465346536,,,,,,,,,,,,,"{'H': 0.41089108910891087, 'A': 0.3465346534653465, 'D': 0.24257425742574257}"
IRL,2014,2.6683168316831685,,,,,,,,,,,,,"{'H': 0.4405940594059406, 'A': 0.3118811881188119, 'D': 0.24752475247524752}"
IRL,2015,2.742574257425743,,,,,,,,,,,,,"{'H': 0.41089108910891087, 'A': 0.3564356435643564, 'D': 0.23267326732673269}"
IRL,2016,2.5792079207920793,,,,,,,,,,,,,"{'H': 0.47029702970297027, 'A': 0.3217821782178218, 'D': 0.2079207920792079}"
IRL,2017,2.772727272727273,,,,,,,,,,,,,"{'H': 0.43434343434343436, 'A': 0.3333333333333333, 'D': 0.23232323232323232}"
IRL,2018,2.7567567567567566,,,,,,,,,,,,,"{'H': 0.4756756756756757, 'A': 0.3675675675675676, 'D': 0.15675675675675677}"
IRL,2019,2.3763440860215055,,,,,,,,,,,,,"{'H': 0.45161290322580644, 'A': 0.3172043010752688, 'D': 0.23118279569892472}"
IRL,2020,2.1808510638297873,,,,,,,,,,,,,"{'H': 0.425531914893617, 'A': 0.3617021276595745, 'D': 0.2127659574468085}"
IRL,2021,2.5268817204301075,,,,,,,,,,,,,"{'H': 0.40860215053763443, 'A': 0.34946236559139787, 'D': 0.24193548387096775}"
IRL,2022,2.4917127071823204,,,,,,,,,,,,,"{'H': 0.44751381215469616, 'A': 0.287292817679558, 'D': 0.26519337016574585}"
IRL,2023,2.6022099447513813,,,,,,,,,,,,,"{'H': 0.44751381215469616, 'A': 0.2983425414364641, 'D': 0.2541436464088398}"
IRL,2024,2.2848484848484847,,,,,,,,,,,,,"{'H': 0.42424242424242425, 'D': 0.30303030303030304, 'A': 0.2727272727272727}"
JAP,2012,2.7941176470588234,,,,,,,,,,,,,"{'H': 0.40522875816993464, 'A': 0.3464052287581699, 'D': 0.24836601307189543}"
JAP,2013,2.872549019607843,,,,,,,,,,,,,"{'H': 0.46405228758169936, 'A': 0.3137254901960784, 'D': 0.2222222222222222}"
JAP,2014,2.5294117647058822,,,,,,,,,,,,,"{'H': 0.4084967320261438, 'A': 0.33986928104575165, 'D': 0.25163398692810457}"
JAP,2015,2.6828478964401294,,,,,,,,,,,,,"{'H': 0.3818770226537217, 'A': 0.36893203883495146, 'D': 0.24919093851132687}"
JAP,2016,2.621359223300971,,,,,,,,,,,,,"{'A': 0.3948220064724919, 'H': 0.3786407766990291, 'D': 0.22653721682847897}"
JAP,2017,2.5915032679738563,,,,,,,,,,,,,"{'H': 0.4117647058823529, 'A': 0.34967320261437906, 'D': 0.238562091503268}"
JAP,2018,2.644012944983819,,,,,,,,,,,,,"{'H': 0.4174757281553398, 'A': 0.3592233009708738, 'D': 0.22330097087378642}"
JAP,2019,2.5935483870967744,,,,,,,,,,,,,"{'H': 0.4161290322580645, 'A': 0.34516129032258064, 'D': 0.23870967741935484}"
JAP,2020,2.8300653594771243,,,,,,,,,,,,,"{'A': 0.39215686274509803, 'H': 0.38562091503267976, 'D': 0.2222222222222222}"
JAP,2021,2.4263157894736844,,,,,,,,,,,,,"{'H': 0.42105263157894735, 'A': 0.33157894736842103, 'D': 0.24736842105263157}"
JAP,2022,2.529032258064516,,,,,,,,,,,,,"{'H': 0.3935483870967742, 'D': 0.3225806451612903, 'A': 0.2838709677419355}"
JAP,2023,2.5392156862745097,,,,,,,,,,,,,"{'H': 0.4215686274509804, 'A': 0.3235294117647059, 'D': 0.2549019607843137}"
JAP,2024,2.6932515337423313,,,,,,,,,,,,,"{'H': 0.3803680981595092, 'A': 0.3496932515337423, 'D': 0.26993865030674846}"
MEX,2012,2.4850299401197606,,,,,,,,,,,,,"{'H': 0.40119760479041916, 'D': 0.31137724550898205, 'A': 0.2874251497005988}"
MEX,2013,2.5449101796407185,,,,,,,,,,,,,"{'H': 0.437125748502994, 'D': 0.31137724550898205, 'A': 0.25149700598802394}"
MEX,2014,2.413173652694611,,,,,,,,,,,,,"{'H': 0.4041916167664671, 'D': 0.31137724550898205, 'A': 0.2844311377245509}"
MEX,2015,2.7904191616766467,,,,,,,,,,,,,"{'H': 0.47904191616766467, 'A': 0.3083832335329341, 'D': 0.2125748502994012}"
MEX,2016,2.7964071856287425,,,,,,,,,,,,,"{'H': 0.437125748502994, 'D': 0.31137724550898205, 'A': 0.25149700598802394}"
MEX,2017,2.4880239520958085,,,,,,,,,,,,,"{'H': 0.4251497005988024, 'A': 0.2964071856287425, 'D': 0.27844311377245506}"
MEX,2018,2.6347305389221556,,,,,,,,,,,,,"{'H': 0.4491017964071856, 'D': 0.2844311377245509, 'A': 0.26646706586826346}"
MEX,2019,2.821022727272727,,,,,,,,,,,,,"{'H': 0.4744318181818182, 'A': 0.29261363636363635, 'D': 0.23295454545454544}"
MEX,2020,2.6475095785440614,,,,,,,,,,,,,"{'H': 0.4559386973180077, 'A': 0.2950191570881226, 'D': 0.24904214559386972}"
MEX,2021,2.2923976608187133,,,,,,,,,,,,,"{'H': 0.4473684210526316, 'D': 0.29239766081871343, 'A': 0.260233918128655}"
MEX,2022,2.7046783625730995,,,,,,,,,,,,,"{'H': 0.4269005847953216, 'A': 0.29239766081871343, 'D': 0.2807017543859649}"
MEX,2023,2.8152492668621703,,,,,,,,,,,,,"{'H': 0.4398826979472141, 'A': 0.30791788856304986, 'D': 0.25219941348973607}"
MEX,2024,2.763837638376384,,,,,,,,,,,,,"{'H': 0.46494464944649444, 'A': 0.2693726937269373, 'D': 0.2656826568265683}"
N1,2000,3.13125,,,,,,,,,,,,,"{'H': 0.49375, 'A': 0.26875, 'D': 0.2375}"
N1,2001,2.900958466453674,,,,,,,,,,,,,"{'H': 0.5015974440894568, 'D': 0.25878594249201275, 'A': 0.23961661341853036}"
N1,2002,2.871794871794872,,,,,,,,,,,,,"{'H': 0.4658119658119658, 'A': 0.2692307692307692, 'D': 0.26495726495726496}"
N1,2003,3.0,,,,,,,,,,,,,"{'H': 0.4943820224719101, 'A': 0.2808988764044944, 'D': 0.2247191011235955}"
N1,2004,3.048507462686567,,,,,,,,,,,,,"{'H': 0.47388059701492535, 'A': 0.2835820895522388, 'D': 0.24253731343283583}"
N1,2005,3.025089605734767,,,,,,,,,,,,,"{'H': 0.4874551971326165, 'A': 0.34050179211469533, 'D': 0.17204301075268819}"
N1,2006,3.0397553516819573,,,,,,,,,,,,,"{'H': 0.4954128440366973, 'A': 0.30275229357798167, 'D': 0.2018348623853211}"
N1,2007,3.011111111111111,,,,,,,,,,,,,"{'H': 0.45555555555555555, 'A': 0.28888888888888886, 'D': 0.25555555555555554}"
N1,2008,3.0950704225352115,,,,,,,,,,,,,"{'H': 0.5176056338028169, 'A': 0.2746478873239437, 'D': 0.20774647887323944}"
N1,2009,2.7774193548387096,,,,,,,,,,,,,"{'H': 0.45161290322580644, 'A': 0.3032258064516129, 'D': 0.24516129032258063}"
N1,2010,3.028481012658228,,,,,,,,,,,,,"{'H': 0.5221518987341772, 'A': 0.25316455696202533, 'D': 0.22468354430379747}"
N1,2011,3.287671232876712,,,,,,,,,,,,,"{'H': 0.5068493150684932, 'A': 0.2671232876712329, 'D': 0.22602739726027396}"
N1,2012,3.1714285714285713,,,,,,,,,,,,,"{'H': 0.45396825396825397, 'A': 0.2984126984126984, 'D': 0.24761904761904763}"
N1,2013,3.320261437908497,,,,,,,,,,,,,"{'H': 0.5, 'A': 0.27450980392156865, 'D': 0.22549019607843138}"
N1,2014,3.0606060606060606,,,,,,,,,,,,,"{'H': 0.4377104377104377, 'A': 0.2895622895622896, 'D': 0.2727272727272727}"
N1,2015,3.026143790849673,,,,,,,,,,,,,"{'H': 0.4738562091503268, 'A': 0.28104575163398693, 'D': 0.24509803921568626}"
N1,2016,2.7908496732026142,,,,,,,,,,,,,"{'H': 0.4117647058823529, 'A': 0.3202614379084967, 'D': 0.2679738562091503}"
N1,2017,3.121405750798722,11.7,13.1125,1.50625,1.88125,0.075,0.0875,15.03125,12.39375,5.3875,4.74375,6.06875,4.7625,"{'H': 0.476038338658147, 'A': 0.3354632587859425, 'D': 0.18849840255591055}"
N1,2018,3.260869565217391,11.093645484949834,11.896321070234114,1.414715719063545,1.7324414715719063,0.07357859531772576,0.12040133779264214,15.792642140468228,12.19732441471572,5.769230769230769,4.531772575250836,5.926421404682274,4.635451505016722,"{'H': 0.451505016722408, 'A': 0.31438127090301005, 'D': 0.23411371237458195}"
N1,2019,3.3714285714285714,10.895238095238096,11.292063492063493,1.3555555555555556,1.692063492063492,0.07936507936507936,0.13333333333333333,15.492063492063492,12.034920634920635,5.806349206349206,4.419047619047619,5.784126984126984,4.650793650793651,"{'H': 0.5365079365079365, 'A': 0.2761904761904762, 'D': 0.1873015873015873}"
N1,2020,3.066326530612245,11.096938775510203,11.25,1.469387755102041,1.5612244897959184,0.08673469387755102,0.14795918367346939,14.010204081632653,12.423469387755102,5.040816326530612,4.346938775510204,5.448979591836735,4.663265306122449,"{'H': 0.44387755102040816, 'A': 0.2857142857142857, 'D': 0.27040816326530615}"
N1,2021,2.9005847953216373,10.517543859649123,10.43859649122807,1.3538011695906433,1.4415204678362572,0.0935672514619883,0.07017543859649122,13.599415204678362,11.435672514619883,5.035087719298246,4.116959064327485,5.154970760233918,4.2894736842105265,"{'H': 0.4327485380116959, 'A': 0.34210526315789475, 'D': 0.22514619883040934}"
N1,2022,2.948148148148148,9.307407407407407,10.085185185185185,1.3074074074074074,1.4962962962962962,0.05555555555555555,0.04814814814814815,14.992592592592592,11.851851851851851,5.359259259259259,4.214814814814815,5.770370370370371,4.644444444444445,"{'H': 0.4148148148148148, 'A': 0.3592592592592593, 'D': 0.22592592592592592}"
N1,2023,3.1203703703703702,9.601851851851851,10.185185185185185,1.271604938271605,1.6790123456790123,0.08950617283950617,0.07098765432098765,15.092592592592593,12.527777777777779,5.351851851851852,4.382716049382716,5.808641975308642,4.611111111111111,"{'H': 0.45987654320987653, 'A': 0.3148148148148148, 'D': 0.22530864197530864}"
N1,2024,3.0955414012738856,9.818471337579618,10.0,1.3503184713375795,1.6496815286624205,0.07961783439490445,0.08598726114649681,15.312101910828025,11.659235668789808,5.503184713375796,4.210191082802548,5.729299363057325,4.56687898089172,"{'H': 0.44904458598726116, 'A': 0.3089171974522293, 'D': 0.24203821656050956}"
N1,2025,2.961038961038961,9.928571428571429,10.7012987012987,1.077922077922078,1.6168831168831168,0.08441558441558442,0.06493506493506493,14.954545454545455,11.88961038961039,5.025974025974026,4.194805194805195,5.538961038961039,4.292207792207792,"{'H': 0.42857142857142855, 'D': 0.2987012987012987, 'A': 0.2727272727272727}"
NOR,2012,2.8884297520661155,,,,,,,,,,,,,"{'H': 0.5, 'A': 0.256198347107438, 'D': 0.24380165289256198}"
NOR,2013,2.8801652892561984,,,,,,,,,,,,,"{'H': 0.48760330578512395, 'A': 0.2603305785123967, 'D': 0.25206611570247933}"
NOR,2014,3.0578512396694215,,,,,,,,,,,,,"{'H': 0.4793388429752066, 'A': 0.28512396694214875, 'D': 0.23553719008264462}"
NOR,2015,3.2231404958677685,,,,,,,,,,,,,"{'H': 0.47107438016528924, 'A': 0.30578512396694213, 'D': 0.2231404958677686}"
NOR,2016,2.7107438016528924,,,,,,,,,,,,,"{'H': 0.45454545454545453, 'A': 0.2892561983471074, 'D': 0.256198347107438}"
NOR,2017,2.8264462809917354,,,,,,,,,,,,,"{'H': 0.49586776859504134, 'A': 0.2603305785123967, 'D': 0.24380165289256198}"
NOR,2018,2.796680497925311,,,,,,,,,,,,,"{'H': 0.46473029045643155, 'A': 0.2697095435684647, 'D': 0.26556016597510373}"
NOR,2019,2.9297520661157024,,,,,,,,,,,,,"{'H': 0.47520661157024796, 'D': 0.30165289256198347, 'A': 0.2231404958677686}"
NOR,2020,3.158333333333333,,,,,,,,,,,,,"{'H': 0.45, 'A': 0.30833333333333335, 'D': 0.24166666666666667}"
NOR,2021,3.045643153526971,,,,,,,,,,,,,"{'H': 0.45228215767634855, 'A': 0.27385892116182575, 'D': 0.27385892116182575}"
NOR,2022,3.256198347107438,,,,,,,,,,,,,"{'H': 0.45867768595041325, 'A': 0.30578512396694213, 'D': 0.23553719008264462}"
NOR,2023,3.1074380165289255,,,,,,,,,,,,,"{'H': 0.5041322314049587, 'A': 0.32231404958677684, 'D': 0.17355371900826447}"
NOR,2024,2.875,,,,,,,,,,,,,"{'H': 0.4166666666666667, 'A': 0.328125, 'D': 0.2552083333333333}"
P1,2000,2.5925925925925926,,,,,,,,,,,,,"{'H': 0.5333333333333333, 'D': 0.2518518518518518, 'A': 0.21481481481481482}"
P1,2001,2.6496815286624202,,,,,,,,,,,,,"{'H': 0.5159235668789809, 'A': 0.2515923566878981, 'D': 0.23248407643312102}"
P1,2002,2.7209302325581395,,,,,,,,,,,,,"{'H': 0.5077519379844961, 'A': 0.2558139534883721, 'D': 0.2364341085271318}"
P1,2003,2.5144927536231885,,,,,,,,,,,,,"{'H': 0.5, 'A': 0.2753623188405797, 'D': 0.2246376811594203}"
P1,2004,2.393103448275862,,,,,,,,,,,,,"{'H': 0.47586206896551725, 'D': 0.2793103448275862, 'A': 0.24482758620689654}"
P1,2005,2.149206349206349,,,,,,,,,,,,,"{'H': 0.4603174603174603, 'A': 0.28888888888888886, 'D': 0.2507936507936508}"
P1,2006,2.354014598540146,,,,,,,,,,,,,"{'H': 0.4635036496350365, 'A': 0.2846715328467153, 'D': 0.2518248175182482}"
P1,2007,2.1841004184100417,,,,,,,,,,,,,"{'H': 0.4100418410041841, 'D': 0.33472803347280333, 'A': 0.25523012552301255}"
P1,2008,2.2590673575129534,,,,,,,,,,,,,"{'H': 0.43005181347150256, 'A': 0.29015544041450775, 'D': 0.27979274611398963}"
P1,2009,2.3984375,,,,,,,,,,,,,"{'H': 0.44140625, 'A': 0.28125, 'D': 0.27734375}"
P1,2010,2.529166666666667,,,,,,,,,,,,,"{'H': 0.4583333333333333, 'A': 0.275, 'D': 0.26666666666666666}"
P1,2011,2.453125,,,,,,,,,,,,,"{'H': 0.3671875, 'A': 0.359375, 'D': 0.2734375}"
P1,2012,2.8421052631578947,,,,,,,,,,,,,"{'H': 0.35789473684210527, 'D': 0.3473684210526316, 'A': 0.29473684210526313}"
P1,2013,2.603112840466926,,,,,,,,,,,,,"{'H': 0.4396887159533074, 'A': 0.35019455252918286, 'D': 0.21011673151750973}"
P1,2014,2.3503937007874014,,,,,,,,,,,,,"{'H': 0.484251968503937, 'D': 0.2677165354330709, 'A': 0.24803149606299213}"
P1,2015,2.5326797385620914,,,,,,,,,,,,,"{'H': 0.45098039215686275, 'D': 0.27450980392156865, 'A': 0.27450980392156865}"
